"TVS_MOTORS_DATE","CLOSE_PRICE","TWENTY_DAY_MA","FIFTY_DAY_MA"
23-MAY-17,525.15,509.115,473.576
24-MAY-17,523.6,510.8475,475.65
25-MAY-17,541.95,512.8325,477.979
26-MAY-17,534,514.38,479.943
29-MAY-17,533.9,516.295,481.852
30-MAY-17,540.45,518.5825,483.897
31-MAY-17,538.1,520.53,485.81
01-JUN-17,534.95,522.43,487.714
02-JUN-17,541.55,524.8725,489.754
05-JUN-17,542.15,526.94,491.943
06-JUN-17,536.1,528.78,494.117
07-JUN-17,536.15,530.735,496.281
08-JUN-17,543.75,532.96,498.578
09-JUN-17,551.65,534.7475,500.965
12-JUN-17,552.25,536.1275,503.394
13-JUN-17,555.75,537.275,505.814
14-JUN-17,545.8,537.9275,508.098
15-JUN-17,542,538.545,510.234
16-JUN-17,550.2,539.8,512.229
19-JUN-17,551.05,541.025,514.256
20-JUN-17,549.2,542.2275,515.87
21-JUN-17,544.95,543.295,517.266
22-JUN-17,542.1,543.3025,518.638
23-JUN-17,536.55,543.43,519.879
27-JUN-17,533.1,543.39,521.061
28-JUN-17,535.35,543.135,522.329
29-JUN-17,544.6,543.46,523.844
30-JUN-17,549.45,544.185,525.416
03-JUL-17,552.1,544.7125,526.669
04-JUL-17,550.55,545.1325,528.021
05-JUL-17,547.35,545.695,529.259
06-JUL-17,553.7,546.5725,530.554
07-JUL-17,572.1,547.99,531.951
10-JUL-17,569.45,548.88,533.279
11-JUL-17,566,549.5675,534.687
12-JUL-17,564.25,549.9925,536.078
13-JUL-17,571.5,551.2775,537.525
14-JUL-17,569.4,552.6475,538.974
17-JUL-17,572.1,553.7425,540.562
18-JUL-17,571.5,554.765,541.976
19-JUL-17,573.65,555.9875,543.463
20-JUL-17,572.4,557.36,544.97
21-JUL-17,570.65,558.7875,546.398
24-JUL-17,576.95,560.8075,547.619
25-JUL-17,570.3,562.6675,548.532
26-JUL-17,570.9,564.445,549.294
27-JUL-17,573.55,565.8925,550.11
28-JUL-17,582.55,567.5475,551.168
31-JUL-17,582.15,569.05,552.309
01-AUG-17,596.6,571.3525,553.71
02-AUG-17,590.65,573.5175,555.02
03-AUG-17,586.6,575.1625,556.28
04-AUG-17,599,576.5075,557.421
07-AUG-17,602.6,578.165,558.793
08-AUG-17,595.5,579.64,560.025
09-AUG-17,589.95,580.925,561.015
10-AUG-17,578.3,581.265,561.819
11-AUG-17,536.4,579.615,561.848
14-AUG-17,553.75,578.6975,562.092
