"TCS_DATE","CLOSE_PRICE","TWENTY_DAY_MA","FIFTY_DAY_MA"
08-JUL-15,2594.05,2567.86,2560.142
09-JUL-15,2521.4,2565.38,2560.857
10-JUL-15,2471.9,2563.3725,2560.962
13-JUL-15,2508.6,2563.2125,2561.552
14-JUL-15,2499.5,2562.635,2561.157
15-JUL-15,2546.25,2564.2,2562.825
16-JUL-15,2538.15,2564.68,2562.722
17-JUL-15,2559.35,2565.0925,2563.295
20-JUL-15,2579.55,2564.285,2563.77
21-JUL-15,2562.85,2563.5425,2564.603
22-JUL-15,2528.1,2561.5275,2564.766
23-JUL-15,2487.95,2558.3375,2564.526
24-JUL-15,2503.75,2553.8225,2564.408
27-JUL-15,2496.9,2548.99,2563.959
28-JUL-15,2501.5,2546.455,2563.75
29-JUL-15,2508.1,2542.27,2562.761
30-JUL-15,2480.95,2537.275,2561.227
31-JUL-15,2510,2532.535,2559.036
03-AUG-15,2507.95,2526.2925,2557.167
04-AUG-15,2509.3,2520.805,2555.226
05-AUG-15,2541.65,2518.185,2553.728
06-AUG-15,2574.3,2520.83,2553.015
07-AUG-15,2551.7,2524.82,2551.837
10-AUG-15,2570.8,2527.93,2550.925
11-AUG-15,2603.05,2533.1075,2550.977
12-AUG-15,2671.4,2539.365,2552.19
13-AUG-15,2637.4,2544.3275,2552.814
14-AUG-15,2693.65,2551.0425,2555.24
17-AUG-15,2684.75,2556.3025,2557.362
18-AUG-15,2734.6,2564.89,2560.892
19-AUG-15,2731.4,2575.055,2563.479
20-AUG-15,2691.2,2585.2175,2565.883
21-AUG-15,2675.1,2593.785,2569.144
24-AUG-15,2579.2,2597.9,2570.492
25-AUG-15,2567.35,2601.1925,2571.618
26-AUG-15,2576.75,2604.625,2572.854
27-AUG-15,2577.6,2609.4575,2573.835
28-AUG-15,2570.65,2612.49,2574.226
31-AUG-15,2565.25,2615.355,2573.617
01-SEP-15,2538.8,2616.83,2572.839
02-SEP-15,2593.2,2619.4075,2573.335
03-SEP-15,2605.25,2620.955,2574.405
04-SEP-15,2549.45,2620.8425,2573.513
07-SEP-15,2539.5,2619.2775,2572.432
08-SEP-15,2542.1,2616.23,2572.23
09-SEP-15,2550.65,2610.1925,2571.407
10-SEP-15,2542.35,2605.44,2570.637
11-SEP-15,2545.5,2598.0325,2569.451
14-SEP-15,2550.75,2591.3325,2567.81
15-SEP-15,2543.15,2581.76,2566.292
16-SEP-15,2551.15,2572.7475,2565.434
18-SEP-15,2554.15,2565.895,2566.089
21-SEP-15,2550.7,2559.675,2567.665
22-SEP-15,2526.35,2557.0325,2568.02
23-SEP-15,2534.05,2555.3675,2568.711
24-SEP-15,2575.6,2555.31,2569.298
28-SEP-15,2590.35,2555.9475,2570.342
29-SEP-15,2590.2,2556.925,2570.959
30-SEP-15,2587.7,2558.0475,2571.122
01-OCT-15,2639.7,2563.0925,2572.659
05-OCT-15,2713.45,2569.105,2576.366
06-OCT-15,2695.7,2573.6275,2580.521
07-OCT-15,2655.1,2578.91,2583.548
08-OCT-15,2634.75,2583.6725,2586.305
09-OCT-15,2629.85,2588.06,2588.872
12-OCT-15,2592.4,2590.1475,2590.558
13-OCT-15,2597.4,2592.9,2592.887
14-OCT-15,2483.4,2589.795,2592.355
15-OCT-15,2468.65,2585.69,2591.569
16-OCT-15,2475.95,2582.33,2590.902
19-OCT-15,2486.85,2579.115,2589.806
20-OCT-15,2526.7,2577.7425,2588.854
21-OCT-15,2525.5,2576.4825,2588.33
23-OCT-15,2536.2,2576.975,2587.638
26-OCT-15,2535.2,2577.0325,2586.281
27-OCT-15,2529.8,2574.7425,2583.449
28-OCT-15,2524.65,2571.4575,2581.194
29-OCT-15,2496.15,2566.755,2577.244
30-OCT-15,2497.3,2562.235,2573.495
02-NOV-15,2511.2,2555.81,2569.027
03-NOV-15,2542.6,2547.2675,2565.251
04-NOV-15,2529.45,2538.955,2562.016
05-NOV-15,2490.75,2530.7375,2558.329
06-NOV-15,2505.75,2524.2875,2556.86
09-NOV-15,2475.05,2516.5475,2555.014
10-NOV-15,2461.7,2510.0125,2552.713
11-NOV-15,2470.55,2503.67,2550.572
13-NOV-15,2397.3,2499.365,2547.105
16-NOV-15,2374.9,2494.6775,2543.298
17-NOV-15,2390.5,2490.405,2540.332
18-NOV-15,2351.9,2483.6575,2535.506
19-NOV-15,2363.2,2475.4825,2530.665
20-NOV-15,2395.55,2468.985,2527.587
23-NOV-15,2391.7,2461.76,2524.631
24-NOV-15,2370.1,2453.505,2521.191
26-NOV-15,2345.15,2444.2725,2517.081
27-NOV-15,2352.65,2435.6725,2513.287
30-NOV-15,2365.25,2429.1275,2509.682
01-DEC-15,2362.15,2422.37,2505.91
02-DEC-15,2365.25,2415.0725,2502.352
03-DEC-15,2350.85,2405.485,2498.346
04-DEC-15,2330.15,2395.52,2493.866
07-DEC-15,2324.1,2387.1875,2489.334
08-DEC-15,2329.5,2378.375,2485.397
09-DEC-15,2365.7,2372.9075,2482.03
10-DEC-15,2380.75,2368.86,2478.133
11-DEC-15,2387.25,2364.695,2474.071
14-DEC-15,2377.45,2363.7025,2469.816
15-DEC-15,2375.2,2363.7175,2465.566
16-DEC-15,2407.1,2364.5475,2460.914
17-DEC-15,2440.35,2368.97,2455.452
18-DEC-15,2416.45,2371.6325,2449.867
21-DEC-15,2440.95,2373.9025,2445.584
22-DEC-15,2405.95,2374.615,2441.008
23-DEC-15,2420.4,2377.13,2436.819
24-DEC-15,2433.35,2381.54,2433.638
28-DEC-15,2458.5,2386.8325,2430.86
29-DEC-15,2451.95,2391.1675,2430.231
30-DEC-15,2418.4,2393.98,2429.226
31-DEC-15,2439.2,2397.6775,2428.491
01-JAN-16,2416.25,2400.9475,2427.079
04-JAN-16,2375.5,2403.215,2424.055
05-JAN-16,2350.35,2404.5275,2420.552
06-JAN-16,2381.2,2407.1125,2417.452
07-JAN-16,2370.05,2407.33,2414.149
08-JAN-16,2397.25,2408.155,2411.498
11-JAN-16,2363,2406.9425,2408.265
12-JAN-16,2324.05,2404.2725,2404.823
13-JAN-16,2280.3,2399.5275,2400.483
14-JAN-16,2278.95,2393.12,2395.838
15-JAN-16,2263.5,2384.2775,2390.256
18-JAN-16,2282.45,2377.5775,2385.316
19-JAN-16,2279,2369.48,2381.081
20-JAN-16,2277.6,2363.0625,2376.518
21-JAN-16,2261.2,2355.1025,2372.241
22-JAN-16,2295.25,2348.1975,2368.912
25-JAN-16,2305.95,2340.57,2365.62
27-JAN-16,2319.6,2333.9525,2364.066
28-JAN-16,2330.9,2329.5775,2363.186
29-JAN-16,2391.2,2327.1775,2363.2
01-FEB-16,2402.2,2326.475,2364.206
02-FEB-16,2401.5,2327.775,2364.972
03-FEB-16,2417.05,2331.11,2365.402
04-FEB-16,2417.45,2332.9225,2365.917
05-FEB-16,2425.85,2335.7125,2367.032
08-FEB-16,2368.5,2334.275,2367.499
09-FEB-16,2281.45,2330.1975,2366.075
10-FEB-16,2270.05,2327.4975,2364.171
11-FEB-16,2196.05,2323.285,2360.849
12-FEB-16,2226.5,2320.6625,2358.074
15-FEB-16,2269.55,2320.965,2356.448
16-FEB-16,2267.75,2320.23,2355.2
17-FEB-16,2278,2320.18,2354.278
18-FEB-16,2315.3,2322.065,2353.994
19-FEB-16,2320.2,2325.015,2353.084
22-FEB-16,2314.2,2325.9625,2351.753
23-FEB-16,2265.1,2323.92,2349.31
24-FEB-16,2218.65,2318.8725,2346.134
25-FEB-16,2212.25,2312.94,2342.875
26-FEB-16,2214.7,2304.115,2339.027
29-FEB-16,2181.9,2293.1,2333.858
01-MAR-16,2275,2286.775,2331.029
02-MAR-16,2319.55,2281.9,2328.601
03-MAR-16,2377.3,2279.8925,2328.028
04-MAR-16,2359.05,2276.5525,2326.801
08-MAR-16,2354.4,2275.8475,2325.222
09-MAR-16,2356.2,2279.585,2323.176
10-MAR-16,2348,2283.4825,2321.097
11-MAR-16,2366,2291.98,2320.049
14-MAR-16,2352,2298.255,2318.305
15-MAR-16,2329.65,2301.26,2316.573
16-MAR-16,2327.35,2304.24,2315.61
17-MAR-16,2351.75,2307.9275,2315.638
18-MAR-16,2427.25,2313.525,2316.559
21-MAR-16,2443.65,2319.6975,2318.031
22-MAR-16,2474.05,2327.69,2319.567
23-MAR-16,2474.7,2338.17,2321.801
28-MAR-16,2473.55,2350.915,2324.791
29-MAR-16,2467.85,2363.695,2328.542
30-MAR-16,2488.35,2377.3775,2332.73
31-MAR-16,2516.05,2394.085,2337.781
01-APR-16,2455.4,2403.105,2341.24
04-APR-16,2470.7,2410.6625,2345.074
05-APR-16,2462.65,2414.93,2348.775
06-APR-16,2478.9,2420.9225,2353.129
07-APR-16,2470.95,2426.75,2356.643
08-APR-16,2428.7,2430.375,2359.098
11-APR-16,2506.65,2438.3075,2362.839
12-APR-16,2512.5,2445.6325,2366.471
13-APR-16,2523.15,2454.19,2369.11
18-APR-16,2522.4,2463.8275,2371.514
20-APR-16,2451.9,2470.055,2372.522
21-APR-16,2423.2,2473.6275,2372.645
22-APR-16,2417.2,2473.125,2372.64
25-APR-16,2448.3,2473.3575,2373.089
26-APR-16,2488,2474.055,2375.479
27-APR-16,2505.55,2475.5975,2379.961
28-APR-16,2526.95,2478.2675,2385.099
29-APR-16,2530.05,2481.3775,2391.779
02-MAY-16,2525.15,2483.2175,2397.752
03-MAY-16,2480.25,2481.4275,2401.966
04-MAY-16,2478.25,2482.57,2406.176
05-MAY-16,2474,2482.735,2410.096
06-MAY-16,2472.15,2483.21,2413.233
09-MAY-16,2515.35,2485.0325,2417.136
10-MAY-16,2523.6,2487.665,2421.324
11-MAY-16,2517.75,2492.1175,2426.377
12-MAY-16,2567.05,2495.1375,2433.345
13-MAY-16,2523.4,2495.6825,2439.568
16-MAY-16,2553.8,2497.215,2446.35
17-MAY-16,2570.2,2499.605,2454.116
18-MAY-16,2550.45,2504.5325,2459.625
19-MAY-16,2555.55,2511.15,2464.345
20-MAY-16,2532.05,2516.8925,2467.44
23-MAY-16,2491.7,2519.0625,2470.093
24-MAY-16,2467.5,2518.0375,2472.355
25-MAY-16,2526.7,2519.095,2475.765
26-MAY-16,2552.8,2520.3875,2479.861
27-MAY-16,2572.05,2522.4875,2483.982
30-MAY-16,2635.35,2527.9975,2489.649
31-MAY-16,2575.1,2532.74,2494.558
01-JUN-16,2631.85,2540.42,2500.648
02-JUN-16,2646.9,2549.065,2506.551
03-JUN-16,2630.85,2557,2510.623
06-JUN-16,2611.35,2561.8,2513.977
07-JUN-16,2631.45,2567.1925,2517.125
08-JUN-16,2611.1,2571.86,2519.853
09-JUN-16,2577.5,2572.3825,2521.932
10-JUN-16,2560.95,2574.26,2523.794
13-JUN-16,2551.95,2574.1675,2525.066
14-JUN-16,2534.7,2572.3925,2525.439
15-JUN-16,2555.7,2572.655,2527.445
16-JUN-16,2557.1,2572.7325,2529.173
17-JUN-16,2603.5,2576.305,2531.99
20-JUN-16,2655.7,2584.505,2535.526
21-JUN-16,2647.3,2593.495,2539.053
22-JUN-16,2665.5,2600.435,2543.789
23-JUN-16,2644.3,2605.01,2546.542
24-JUN-16,2570.7,2604.9425,2547.706
27-JUN-16,2495.35,2597.9425,2547.15
28-JUN-16,2461.8,2592.2775,2545.938
29-JUN-16,2499.6,2585.665,2546.892
30-JUN-16,2550.8,2580.86,2549.444
01-JUL-16,2501.8,2574.4075,2551.136
04-JUL-16,2494.8,2568.58,2552.066
05-JUL-16,2482.7,2561.1425,2551.96
07-JUL-16,2429.05,2552.04,2550.43
08-JUL-16,2425.5,2544.44,2548.401
11-JUL-16,2463.65,2539.575,2547.073
12-JUL-16,2461.5,2535.0525,2545.8
13-JUL-16,2491.4,2532.8875,2546.023
14-JUL-16,2520.3,2531.1175,2546.864
15-JUL-16,2441.9,2525.3575,2546.222
18-JUL-16,2433.5,2516.8575,2545.449
19-JUL-16,2461.55,2507.15,2544.373
20-JUL-16,2493.25,2499.4475,2543.766
21-JUL-16,2501.25,2491.235,2543.436
22-JUL-16,2509.15,2484.4775,2542.278
25-JUL-16,2551.55,2483.52,2542.841
26-JUL-16,2548.3,2486.1675,2542.731
27-JUL-16,2576.1,2491.8825,2542.849
28-JUL-16,2615.55,2497.68,2544.151
29-JUL-16,2618.55,2501.0675,2545.411
01-AUG-16,2698,2510.8775,2548.73
02-AUG-16,2692.1,2520.7425,2552.738
03-AUG-16,2656.25,2529.42,2556.513
04-AUG-16,2652.65,2540.6,2559.032
05-AUG-16,2648.9,2551.77,2560.954
08-AUG-16,2651.9,2561.1825,2562.551
09-AUG-16,2650.55,2570.635,2562.855
10-AUG-16,2673.9,2579.76,2564.831
11-AUG-16,2704.3,2588.96,2566.28
12-AUG-16,2732.35,2603.4825,2567.989
16-AUG-16,2691.45,2616.38,2569.201
17-AUG-16,2623.9,2624.4975,2569.452
18-AUG-16,2636.7,2631.67,2569.557
19-AUG-16,2603.95,2636.805,2569.414
22-AUG-16,2551.45,2638.92,2568.893
23-AUG-16,2603.2,2641.5025,2569.738
24-AUG-16,2571.9,2642.6825,2570.137
25-AUG-16,2550.1,2641.3825,2570.445
26-AUG-16,2529.15,2637.0625,2569.914
29-AUG-16,2501.6,2631.215,2568.804
30-AUG-16,2548.7,2623.75,2567.708
31-AUG-16,2512.55,2614.7725,2564.845
01-SEP-16,2507.6,2607.34,2562.051
02-SEP-16,2513.5,2600.3825,2559.011
06-SEP-16,2484.05,2592.14,2555.806
07-SEP-16,2447,2581.895,2553.332
08-SEP-16,2321.15,2565.425,2549.848
09-SEP-16,2352.5,2549.355,2547.662
12-SEP-16,2359.1,2532.095,2544.852
14-SEP-16,2328.55,2511.905,2540.407
15-SEP-16,2328.05,2493.735,2536.932
16-SEP-16,2361.15,2480.5975,2534.259
19-SEP-16,2407.35,2469.13,2532.752
20-SEP-16,2411.1,2459.4875,2532.393
21-SEP-16,2413.5,2452.59,2532.153
22-SEP-16,2377.65,2441.3125,2530.433
23-SEP-16,2397.3,2432.5825,2529.149
26-SEP-16,2400.85,2425.12,2527.338
27-SEP-16,2430.7,2420.1975,2525.546
28-SEP-16,2423.45,2416.29,2525.177
29-SEP-16,2434.6,2410.585,2525.199
30-SEP-16,2427.2,2406.3175,2524.512
03-OCT-16,2411.8,2401.5275,2522.883
04-OCT-16,2401.1,2395.9075,2520.88
05-OCT-16,2382.55,2390.8325,2518.348
06-OCT-16,2384.25,2387.695,2515.002
07-OCT-16,2368.25,2390.05,2511.401
10-OCT-16,2380.1,2391.43,2507.481
13-OCT-16,2328.5,2389.9,2501.74
14-OCT-16,2365.9,2391.7675,2496.687
17-OCT-16,2362.9,2393.51,2489.985
18-OCT-16,2398.3,2395.3675,2484.109
19-OCT-16,2394.2,2394.71,2478.868
20-OCT-16,2399.85,2394.1475,2473.812
21-OCT-16,2428.7,2394.9075,2469.408
24-OCT-16,2427.85,2397.4175,2464.927
25-OCT-16,2398.65,2397.485,2459.889
26-OCT-16,2396.95,2397.29,2454.35
27-OCT-16,2413.25,2396.4175,2448.529
28-OCT-16,2399.25,2395.2075,2441.867
30-OCT-16,2394.6,2393.2075,2435.93
01-NOV-16,2347.7,2389.2325,2430.406
02-NOV-16,2304.45,2383.865,2423.761
03-NOV-16,2319.95,2379.8075,2418.081
04-NOV-16,2330.1,2377.185,2413.654
07-NOV-16,2279.35,2371.94,2407.177
08-NOV-16,2283.7,2367.7125,2401.413
09-NOV-16,2171.05,2357.26,2393.832
10-NOV-16,2158.05,2348.7375,2386.41
11-NOV-16,2105.05,2335.695,2378.479
15-NOV-16,2122.1,2323.655,2369.947
16-NOV-16,2190.25,2313.2525,2363.501
17-NOV-16,2142.15,2300.65,2356.192
18-NOV-16,2123.15,2286.815,2348.385
21-NOV-16,2132.55,2272.0075,2341.355
22-NOV-16,2134.3,2257.33,2335.101
23-NOV-16,2156.7,2245.2325,2331.812
24-NOV-16,2186.5,2234.71,2328.492
25-NOV-16,2300.85,2229.09,2327.327
28-NOV-16,2277.3,2222.9925,2326.302
29-NOV-16,2258.4,2216.1825,2324.909
30-NOV-16,2276.75,2212.635,2323.221
01-DEC-16,2266.45,2210.735,2320.403
02-DEC-16,2223.9,2205.9325,2316.659
05-DEC-16,2186.45,2198.75,2312.118
06-DEC-16,2190.45,2194.305,2308.374
07-DEC-16,2158.2,2188.03,2303.592
08-DEC-16,2196.9,2189.3225,2299.513
09-DEC-16,2193.45,2191.0925,2294.768
12-DEC-16,2206.25,2196.1525,2290.424
13-DEC-16,2200.85,2200.09,2285.749
14-DEC-16,2207.9,2200.9725,2281.363
15-DEC-16,2259.5,2206.84,2278.317
16-DEC-16,2281.75,2214.77,2275.93
19-DEC-16,2287.5,2222.5175,2274.029
20-DEC-16,2337.75,2232.69,2273.099
21-DEC-16,2312.75,2240.4925,2271.989
22-DEC-16,2309.85,2246.66,2270.584
23-DEC-16,2290.2,2246.1275,2269.818
26-DEC-16,2292.1,2246.8675,2268.342
27-DEC-16,2321.85,2250.04,2267.521
28-DEC-16,2315.8,2251.9925,2265.871
29-DEC-16,2350.75,2256.2075,2265.002
30-DEC-16,2361.95,2263.11,2264.244
02-JAN-17,2359.05,2271.74,2262.851
03-JAN-17,2368.5,2280.6425,2261.664
04-JAN-17,2378.55,2291.66,2261.262
05-JAN-17,2334.55,2298.5425,2260.014
06-JAN-17,2283.6,2303.05,2257.421
09-JAN-17,2303.75,2307.925,2255.511
10-JAN-17,2315.45,2313.655,2253.928
11-JAN-17,2323.05,2319.4125,2253.435
12-JAN-17,2343.3,2323.6025,2254.212
13-JAN-17,2252,2322.115,2252.853
16-JAN-17,2258.55,2320.6675,2251.422
17-JAN-17,2277.65,2317.6625,2251.388
18-JAN-17,2295,2316.775,2251.614
19-JAN-17,2290.3,2315.7975,2253.999
20-JAN-17,2287.45,2315.66,2256.587
23-JAN-17,2305.7,2316.34,2260.6
24-JAN-17,2318,2316.1475,2264.518
25-JAN-17,2352.7,2317.9925,2267.767
27-JAN-17,2358.05,2318.3575,2272.085
30-JAN-17,2334.2,2316.97,2276.306
31-JAN-17,2229.9,2310.5125,2278.253
01-FEB-17,2169.45,2300.56,2278.956
02-FEB-17,2205.8,2291.9225,2279.938
03-FEB-17,2233.75,2286.8825,2280.883
06-FEB-17,2240.55,2284.73,2279.677
07-FEB-17,2244.8,2281.7825,2279.027
08-FEB-17,2262.65,2279.1425,2279.112
09-FEB-17,2324.25,2279.2025,2280.062
10-FEB-17,2396.7,2281.8725,2282.667
13-FEB-17,2410.3,2289.7875,2286.395
14-FEB-17,2402.95,2297.0075,2290.725
15-FEB-17,2415.7,2303.91,2295.23
16-FEB-17,2446.9,2311.505,2301.004
17-FEB-17,2408.15,2317.3975,2305.229
20-FEB-17,2506.5,2328.35,2311.49
21-FEB-17,2464.3,2336.28,2316.651
22-FEB-17,2409.55,2340.8575,2320.825
23-FEB-17,2481.65,2347.305,2326.3
27-FEB-17,2488.9,2353.8475,2330.888
28-FEB-17,2466.5,2360.4625,2334.583
01-MAR-17,2480.05,2372.97,2338.434
02-MAR-17,2501.15,2389.555,2341.702
03-MAR-17,2492.35,2403.8825,2345.294
06-MAR-17,2470.65,2415.7275,2348.51
07-MAR-17,2500.7,2428.735,2352.72
08-MAR-17,2513.9,2442.19,2357.156
09-MAR-17,2519.55,2455.035,2361.11
10-MAR-17,2541.8,2465.9125,2365.63
14-MAR-17,2562.35,2474.195,2369.862
15-MAR-17,2500.3,2478.695,2372.629
16-MAR-17,2518.95,2484.495,2375.827
17-MAR-17,2526.85,2490.0525,2378.994
20-MAR-17,2480.8,2491.7475,2381.039
21-MAR-17,2486.15,2495.6475,2384.071
22-MAR-17,2479.1,2494.2775,2387.981
23-MAR-17,2458.9,2494.0075,2391.084
24-MAR-17,2426.75,2494.8675,2393.31
27-MAR-17,2412.1,2491.39,2395.091
28-MAR-17,2429.85,2488.4375,2396.822
29-MAR-17,2443.75,2487.3,2400.657
30-MAR-17,2443.75,2485.485,2404.361
31-MAR-17,2431.1,2481.9825,2407.43
03-APR-17,2413.3,2478.03,2409.796
05-APR-17,2402.85,2474.64,2412.047
06-APR-17,2399.75,2469.5925,2414.293
07-APR-17,2427.1,2465.2525,2416.721
10-APR-17,2421.15,2460.3325,2418.784
11-APR-17,2420.8,2454.2825,2420.146
12-APR-17,2394.2,2445.875,2420.869
13-APR-17,2327.85,2437.2525,2420.742
17-APR-17,2320.85,2427.3475,2422.561
18-APR-17,2308.65,2416.4375,2425.345
19-APR-17,2301.75,2407.485,2427.264
20-APR-17,2328.35,2399.595,2429.156
21-APR-17,2311.2,2391.2,2430.569
24-APR-17,2329.1,2384.71,2432.255
25-APR-17,2311.3,2378.9375,2433.228
26-APR-17,2310.45,2373.855,2432.952
27-APR-17,2301.4,2367.4325,2431.046
28-APR-17,2272.1,2358.85,2428.282
